,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc
0,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,0,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:36:37,3663.8,0,3590879644,,0.8550719999999999
1,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,1,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:36:48,3673.5,0,3931040039,,0.8695649999999999
2,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,2,0.8115939999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:37:15,3671.4,0,2076248627,,0.8115939999999999
3,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,3,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:37:49,3663.6,0,2641153195,,0.8695649999999999
4,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,4,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:37:41,3615.8,0,2486511359,,0.8550719999999999
5,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,5,0.8405799999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:38:50,3666.1,0,993300360,,0.8405799999999999
6,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,6,0.884058,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:48:21,3721.1,0,2835207495,,0.884058
7,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,7,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:18:00,3863.3,0,2688455267,,0.8695649999999999
8,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,8,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:37:22,3621.0,0,3017575924,,0.8550719999999999
9,openml.org/t/XX,Australian,AutoPyTorch_refactor,3600s8c32G,9,0.8840579709999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8840579709999999
10,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,0,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:38:17,3667.8,0,3831683897,,0.786667
11,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,1,0.8,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:39:44,3726.4,0,1149453686,,0.8
12,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,2,0.773333,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:40:24,3755.0,0,631127179,,0.773333
13,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,3,0.76,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:39:03,3662.1,0,1404889856,,0.76
14,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,4,0.813333,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:39:57,3706.6,0,850388130,,0.813333
15,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,5,0.746667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:40:15,3662.7,0,2323286474,,0.746667
16,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,6,0.813333,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:44:34,3740.2,0,3644008293,,0.813333
17,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,7,0.826667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:49:08,3622.3,0,1841166155,,0.826667
18,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,8,0.810811,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:20:03,3707.6,0,3719285349,,0.810811
19,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,9,0.810811,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:25:45,3616.8,0,1927107341,,0.810811
20,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,0,0.9942200000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:26:58,3664.3,0,2708389282,,0.9942200000000001
21,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,1,1.0,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,1.0
22,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,2,1.0,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,1.0
23,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,3,0.9942200000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:06,3664.0,0,1029633375,,0.9942200000000001
24,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,4,1.0,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,1.0
25,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,5,0.9826590000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:19,3673.0,0,1206999337,,0.9826590000000001
26,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,6,1.0,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:01,3626.1,0,129760915,,1.0
27,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,7,0.9942196531999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9942196531999999
28,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,8,1.0,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,1.0
29,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,9,1.0,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:00,3629.7,0,276280044,,1.0
30,openml.org/t/XX,christine,AutoPyTorch_refactor,3600s8c32G,0,0.7324723247,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7324723247
31,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,1,0.732472,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:10,3666.4,0,3196023301,,0.732472
32,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,2,0.7214020000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:44,3668.5,0,4189914698,,0.7214020000000001
33,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,3,0.717712,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:34:21,3670.6,0,3738349415,,0.717712
34,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,4,0.6992619999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:52,3677.5,0,3377155966,,0.6992619999999999
35,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,5,0.741697,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:31:18,3713.3,0,3686562967,,0.741697
36,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,6,0.747232,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:31:16,3667.5,0,4201117593,,0.747232
37,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,7,0.732472,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:35:11,3679.5,0,1579204940,,0.732472
38,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,8,0.724584,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:32:31,3671.1,0,1976052626,,0.724584
39,openml.org/t/168908,christine,AutoPyTorch_refactor,3600s8c32G,9,0.672828,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:40,3680.0,0,3442282737,,0.672828
40,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,0,0.9629629999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:12,3611.9,0,3044857771,,0.9629629999999999
41,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,1,0.898148,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:41,3611.7,0,1033605315,,0.898148
42,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,2,0.9537040000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:43,3648.5,0,3990860640,,0.9537040000000001
43,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,3,0.9444440000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:02,3682.8,0,3364495529,,0.9444440000000001
44,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,4,0.990741,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:27:47,3611.9,0,1092954802,,0.990741
45,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,5,0.9814809999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:05,3617.2,0,1224767622,,0.9814809999999999
46,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,6,0.9722219999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:24,3622.6,0,3175562543,,0.9722219999999999
47,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,7,0.9722219999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:00,3619.7,0,1505210614,,0.9722219999999999
48,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,8,0.9722219999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:03,3662.8,0,2718373031,,0.9722219999999999
49,openml.org/t/9981,cnae-9,AutoPyTorch_refactor,3600s8c32G,9,0.9629629999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:37,3617.7,0,2230772263,,0.9629629999999999
50,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,0,0.8,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:21,3672.7,0,2630782729,,0.8
51,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,1,0.7,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:20,3622.4,0,3948927494,,0.7
52,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,2,0.74,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:01,3668.8,0,56397136,,0.74
53,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,3,0.77,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:19,3676.5,0,368764734,,0.77
54,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,4,0.7,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:28:18,3619.0,0,2389875772,,0.7
55,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,5,0.75,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:30:14,3666.2,0,3586178128,,0.75
56,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,6,0.71,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:30:17,3676.3,0,2128193091,,0.71
57,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,7,0.74,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:30:22,3689.5,0,63265911,,0.74
58,openml.org/t/XX,credit-g,AutoPyTorch_refactor,3600s8c32G,8,0.76,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.76
59,openml.org/t/31,credit-g,AutoPyTorch_refactor,3600s8c32G,9,0.78,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:29:28,3629.7,0,1283652868,,0.78
60,openml.org/t/XX,dilbert,AutoPyTorch_refactor,3600s8c32G,0,0.982,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.982
61,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,1,0.971,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:34:32,3671.9,0,2980629164,,0.971
62,openml.org/t/XX,dilbert,AutoPyTorch_refactor,3600s8c32G,2,0.981,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.981
63,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,3,0.971,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:33:09,3668.4,0,1292715365,,0.971
64,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,4,0.98,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:34:31,3670.9,0,3524407315,,0.98
65,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,5,0.977,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:33:49,3751.3,0,145618582,,0.977
66,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,6,0.983,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:33:16,3669.0,0,2041613800,,0.983
67,openml.org/t/XX,dilbert,AutoPyTorch_refactor,3600s8c32G,7,0.966,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.966
68,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,8,0.9740000000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:31:31,3669.1,0,3778195831,,0.9740000000000001
69,openml.org/t/168909,dilbert,AutoPyTorch_refactor,3600s8c32G,9,0.98,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:34:56,3675.1,0,1072863161,,0.98
70,openml.org/t/168910,fabert,AutoPyTorch_refactor,3600s8c32G,0,0.7111649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T02:32:53,3756.7,0,144438015,,0.7111649999999999
71,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,1,0.7050970874,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7050970874
72,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,2,0.6893203883,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6893203883
73,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,3,0.6881067961,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6881067961
74,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,4,0.7075242718000001,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.7075242718000001
75,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,5,0.713592233,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.713592233
76,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,6,0.682038835,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.682038835
77,openml.org/t/XX,fabert,AutoPyTorch_refactor,3600s8c32G,7,0.6974483597,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.6974483597
